,id,currency,price_display,square_feet,address,cityname,state
8748,5668631916,USD,3495,1400,1308 Clifton St NW Apartment 217,Washington,DC
8749,5668626773,USD,3100,1400,38254 Redwood Terrace,Fremont,CA
8750,5668638203,USD,3000,1400,10 Santa Fe Avenue,Richmond,CA
8751,5668642729,USD,2995,1400,10966 Ohio Avenue,Los Angeles,CA
8752,5668640965,USD,2995,1400,2114 Pine St,,
8753,5659898882,USD,2695,1400,,Larchmont,NY
8754,5668627701,USD,2460,1400,5140 White Oak Avenue,Encino,CA
8755,5668632651,USD,2450,1400,1625 S Third St,Alhambra,CA
8756,5668633358,USD,2400,1400,3718 Cary St Road,Richmond,VA
8757,5664597151,USD,2400,1400,1 Classical Ln,Scarborough,ME
8758,5668279812,USD,2400,1400,811 W Superior St 3,Chicago,IL
8759,5664595222,USD,2190,1400,3322 Hudson St,Baltimore,MD
8760,5648133182,USD,2099,1400,112 E 3rd St,Bloomington,IN
8761,5668619055,USD,2058,1400,905 Welch Drive,Urbana,IL
8762,5508893116,USD,2012,1400,,Kissimmee,FL
8763,5668636679,USD,1700,1400,2323-2329 NE Rodney Avenue,Portland,OR
8764,5648119017,USD,1700,1400,4704 Burton St SE,Grand Rapids,MI
8765,5664594160,USD,1695,1400,1393 Carolyn Court,Yorkville,IL
8766,5664590156,USD,1676,1400,12401 Dessau Road,Austin,TX
8767,5668627277,USD,1600,1400,6343 N Wayne Avenue,Chicago,IL
8768,5668640263,USD,1550,1400,11715 Cabana CT,Panama City Beach,FL
8769,5668623167,USD,1500,1400,200 Sams Rd,Meriden,CT
8770,5508799726,USD,1429,1400,,Norfolk,VA
8771,5664568574,USD,1400,1400,1204-06-08 Wareham,Cincinnati,OH
8772,5668629876,USD,1395,1400,4532 Walnut St Unit B13,Philadelphia,PA
8773,5668637942,USD,1375,1400,6533 English Oaks Dr,Raleigh,NC
8774,5668609077,USD,1300,1400,2088 Laverne St Unit Hp,Houston,TX
8775,5664598054,USD,1300,1400,467-469 Farmington Ave,Hartford,CT
8776,5668624198,USD,1299,1400,4273 Ipwich CT,Snellville,GA
8777,5668629864,USD,1295,1400,1853 White Columns Drive  1855/207,Rolla,MO
8778,5668629866,USD,1295,1400,1855 White Columns Drive  3bd3ba,Rolla,MO
8779,5668629486,USD,1295,1400,4402 Bright Sun,San Antonio,TX
8780,5668634106,USD,1250,1400,100 Woodland Dr N 2b,Branson,MO
8781,5668637864,USD,1199,1400,4575 S Binnacle Drive,Wasilla,AK
8782,5661941751,USD,1125,1400,,Cincinnati,OH
8783,5668617516,USD,1100,1400,1713 Cassell Road,Manhattan,KS
8784,5653497374,USD,1090,1400,5801 Larsen Ln,Shawnee,KS
8785,5668634993,USD,1075,1400,574 N 24th St,Rogers,AR
8786,5668634979,USD,995,1400,,Fayetteville,AR
8787,5668627318,USD,995,1400,2157 Kenyon St Apartment A,Louisville,OH
8788,5668259804,USD,895,1400,,Brandon,SD
8789,5667483865,USD,895,1400,1304 E Sylvan Circle,Brandon,SD
8790,5667231748,USD,800,1400,2531 Pingree St,Detroit,MI
8791,5509277311,USD,1419,1402,,Smyrna,GA
8792,5664592540,USD,1400,1402,135 Woodrose Way,Venice,FL
8793,5668610902,USD,1099,1402,3703 Rinehall Dr,Indianapolis,IN
8794,5508711200,USD,2950,1403,,Boston,MA
8795,5509112537,USD,2125,1403,,Columbia,MD
8796,5509054514,USD,1915,1405,,Cincinnati,OH
8797,5509033598,USD,1735,1405,,Alpharetta,GA
8798,5668633348,USD,1790,1406,1263 Shades Terrace,Irondale,AL
8799,5668634259,USD,1695,1406,11703 NE 18th St,Vancouver,WA
8800,5659918087,USD,950,1406,1003 14 1/2 St,Rock Island,IL
8801,5664598218,USD,1785,1407,3920 Melaleuca Ln,Lake Worth,FL
8802,5664575288,USD,1349,1407,21419 Palma Grove Way,Houston,TX
8803,5668610630,USD,1325,1407,21434 Jamals Way,Houston,TX
8804,5509015905,USD,1105,1407,,Texarkana,TX
8805,5668633240,USD,4100,1408,1823 Minor Avenue,Seattle,WA
8806,5668610937,USD,1299,1408,6510 Poseidon Way,Converse,TX
8807,5668635042,USD,2600,1410,1 Uptown Cir,Normal,IL
8808,5509065212,USD,1750,1410,,Bel Air,MD
8809,5668625339,USD,1675,1410,1519 Chapman St,Cedar Hill,TX
8810,5668610643,USD,1599,1410,1802 Geary St,Garland,TX
8811,5648139409,USD,1500,1410,602 Brandes,Amarillo,TX
8812,5668619321,USD,954,1410,320 23rd Ave,Greeley,CO
8813,5509033609,USD,1780,1412,,Alpharetta,GA
8814,5664597684,USD,1500,1412,1723 5th Ave,Tuscaloosa,AL
8815,5668624403,USD,1399,1412,11314 Blackbark Dr,Riverview,FL
8816,5664573006,USD,1325,1412,251 Greystone Cir,Hiram,GA
8817,5509038777,USD,1775,1413,,Cincinnati,OH
8818,5668624930,USD,1599,1413,11712 Rimrock Canyon Dr,Charlotte,NC
8819,5668636560,USD,3625,1414,451 Newton Place NW,Washington,DC
8820,5668225204,USD,2870,1415,,Hanover,MD
8821,5509061705,USD,2075,1415,,Bel Air,MD
8822,5508664910,USD,2560,1416,,Dallas,TX
8823,5664576795,USD,1650,1416,521 W Washington Avenue,Madison,WI
8824,5659899037,USD,1499,1416,332 Amir Cir,Matthews,NC
8825,5668610795,USD,1349,1416,4114 Hartford Dr,Garland,TX
8826,5668610910,USD,1249,1416,340 Tuscany Trace,Dallas,GA
8827,5664574343,USD,1822,1417,*Temporary Leasing Office  23040 Pacific Highway S,Des Moines,WA
8828,5664573040,USD,1400,1417,4010 Sharon Woods Dr,Powder Springs,GA
8829,5666447277,USD,52500,1418,1101 Pueblo Drive,Barstow,CA
8830,5668625069,USD,2250,1418,935 Chandler St,Madison,WI
8831,5664595340,USD,1525,1419,,Kyle,TX
8832,5668620294,USD,1425,1419,2200 University Suites Drive,Greenville,NC
8833,5509270699,USD,2770,1422,,Hackensack,NJ
8834,5668633751,USD,1295,1422,1015 N 39th St Unit G-26,Grand Forks,ND
8835,5509155895,USD,1380,1423,,Clairton,PA
8836,5668624451,USD,1821,1424,20921 44th Avenue W,Lynnwood,WA
8837,5668626652,USD,2500,1425,527 W Lafayette Boulevard,Detroit,MI
8838,5668624385,USD,1499,1425,811 Kirkcaldy Way,Valrico,FL
8839,5659918857,USD,1495,1425,10839 Haskins,Lenexa,KS
8840,5509184982,USD,1415,1425,,Marietta,GA
8841,5508862173,USD,3500,1428,,South Weymouth,MA
8842,5508859958,USD,3500,1428,,South Weymouth,MA
8843,5668634511,USD,2200,1428,2399 Riverwalk Drive #203,Boise,ID
8844,5668615347,USD,2196,1429,13903 Babcock Road,San Antonio,TX
8845,5509190270,USD,1474,1429,,Marietta,GA
8846,5664598009,USD,1300,1429,347 Cape Harbour Loop #103,Bradenton,FL
8847,5509202038,USD,1150,1429,,Norman,OK
8848,5508655416,USD,2395,1430,,Norwood,MA
8849,5668633329,USD,1900,1430,1606 N 26th St,Boise,ID
8850,5668636248,USD,1550,1430,561 Creekside Forest,New Braunfels,TX
8851,5664575015,USD,1299,1430,13811 Bearwood Rd,Houston,TX
8852,5668631988,USD,1875,1432,1420 Walden Pond Drive,Pflugerville,TX
8853,5664570391,USD,1875,1432,1303 E Pfennig Lane,Pflugerville,TX
8854,5668225117,USD,2799,1433,,Hanover,MD
8855,5653585614,USD,2600,1434,1201 Melville Square #206,Richmond,CA
8856,5668639006,USD,2200,1434,2600 Hillsboro Park #322,Nashville,TN
8857,5509268591,USD,1880,1436,,Lawrence,NJ
8858,5508949358,USD,1740,1436,,Dallas,TX
8859,5664590189,USD,2050,1438,6103 Steep Cactus Trail,Austin,TX
8860,5668629987,USD,1739,1438,1200 South 10th St,Pflugerville,TX
8861,5668629983,USD,1499,1438,183  Brushy Creek,Cedar Park,TX
8862,5668640691,USD,1525,1439,212 Locust St,Big Rapids,MI
8863,5668639307,USD,4000,1440,962 E Avenue Unit B,Coronado,CA
8864,5668636322,USD,2550,1440,14045 23rd Place NE,Seattle,WA
8865,5642311003,USD,2295,1440,2218 Regent St,Madison,WI
8866,5668630583,USD,2145,1440,1108 Legacy Dr,Pflugerville,TX
8867,5668628987,USD,1975,1440,115 Stone Mountain Rd,Georgetown,TX
8868,5664576184,USD,1449,1440,7030 McLothian Ln,Huntersville,NC
8869,5668637812,USD,1367,1440,4508 NE Milligan Ln,Ankeny,IA
8870,5668641661,USD,1367,1440,6867 Daniel Defoe Dr,Johnston,IA
8871,5668610677,USD,1325,1440,16626 Vista Oak Dr,Houston,TX
8872,5668623720,USD,1099,1440,1779 Farm Meadow Dr,Greenwood,IN
8873,5668634793,USD,1000,1440,8197 14th Ave South,Grand Forks,ND
8874,5509085407,USD,2285,1441,,Issaquah,WA
8875,5508765319,USD,1179,1443,,Mebane,NC
8876,5508745476,USD,1135,1443,,Hillsborough,NC
8877,5668622144,USD,1599,1444,3737 Waterford Way,Antioch,TN
8878,5668610725,USD,1499,1444,1407 Woodfern Dr,Arlington,TX
8879,5664598294,USD,1395,1444,4282 Melrose Club Dr,Matthews,NC
8880,5668610686,USD,1199,1444,22703 Post Gate Dr,Spring,TX
8881,5668625352,USD,1599,1445,608 Dayton Rd,Mansfield,TX
8882,5659918676,USD,2450,1446,1701 SW 13th Court,Fort Lauderdale,FL
8884,5509263471,USD,2500,1447,,Smyrna,GA
8885,5509122071,USD,1358,1448,,Raleigh,NC
8886,5668624456,USD,1818,1449,14615 Madison Way,Lynnwood,WA
8887,5648143810,USD,8000,1450,1232 N Kings Rd,West Hollywood,CA
8888,5509009684,USD,4494,1450,,Beverly Hills,CA
8889,5668632628,USD,3995,1450,233 Virginia Ave,San Mateo,CA
8890,5668627667,USD,1599,1450,6244 Trumpeter Lane,Ypsilanti,MI
8891,5659916025,USD,1500,1450,319 Byrnes,San Antonio,TX
8892,5659897853,USD,1425,1450,9231 Aloysia Ln,Charlotte,NC
8893,5653562104,USD,1340,1450,1345 Dover Place,Brookfield,WI
8894,5668617313,USD,1199,1450,136 Cottage Lake Way,Columbia,SC
8895,5668624635,USD,1149,1450,6419 Brookgate Dr,Spring,TX
8896,5668627357,USD,2350,1451,2624 Cleat Lane,Sacramento,CA
8897,5508812647,USD,1755,1452,,Greensboro,NC
8898,5664573213,USD,1349,1452,4 Granite CT,Dallas,GA
8899,5509003233,USD,1556,1454,,Alpharetta,GA
8900,5668635854,USD,1525,1454,1405 Watson Ave,Pensacola,FL
8901,5668610690,USD,1325,1454,2014 Briar Ridge Dr,Rosenberg,TX
8902,5668614038,USD,1249,1454,1403 McDugald Rd,Humble,TX
8903,5509061733,USD,2665,1455,,East Rutherford,NJ
8904,5509233617,USD,2229,1455,,Grapevine,TX
8905,5668639273,USD,1450,1455,2555 Hampton Road #3203,Henderson,NV
8906,5668638609,USD,1800,1456,8889 Eagle Place Loop,Eagle River,AK
8907,5668627781,USD,1633,1456,26375 Halsted Road Apartment 130,Farmington Hills,MI
8908,5668617218,USD,1399,1456,319 Quiet Grove Ln,Lexington,SC
8909,5508687613,USD,5170,1457,,Los Angeles,CA
8910,5668635122,USD,1575,1457,7790 N Froman Avenue,Boise,ID
8911,5664578975,USD,1375,1457,360 Prairie Way Boulevard,Verona,WI
8912,5664597380,USD,1250,1457,15 Taylor CT,Lincoln,AL
8913,5664597284,USD,1250,1457,23 Taylor CT,Lincoln,AL
8914,5664594613,USD,800,1458,9203a Rhode Island,Oscoda,MI
8915,5664596727,USD,1700,1459,423 High Tech Dr,Georgetown,TX
8916,5668624413,USD,1425,1459,2314 Pleasure Run Dr,Ruskin,FL
8917,5509072471,USD,3150,1460,,Springfield,NJ
8918,5668626665,USD,1450,1460,316 Athenia Drive,Fort Worth,TX
8919,5664576122,USD,1299,1460,10700 Hunters Trace CT,Charlotte,NC
8920,5664596818,USD,1650,1461,(Model 10623 Sweet Sapling St,Riverview,FL
8921,5664576125,USD,1475,1463,2700 Stowmarket Place,Charlotte,NC
8922,5668640552,USD,3800,1465,406 1/2 Dahlia Ave,Corona Del Mar,CA
8923,5508713514,USD,2743,1465,,Waldorf,MD
8924,5668627946,USD,925,1465,3901 Dallas St,Fort Smith,AR
8925,5668621355,USD,2950,1467,519 E 14th,Bloomington,IN
8926,5668610784,USD,1399,1468,4604 Palm Ridge Dr,Fort Worth,TX
8927,5664568452,USD,3240,1470,2704 Jefferson,Cincinnati,OH
8928,5508662767,USD,2424,1470,,Dallas,TX
8929,5668638986,USD,2395,1470,2 Inwood Dr,Woburn,MA
8930,5668618400,USD,960,1470,3431 Wyndham Way,West Lafayette,IN
8931,5509233537,USD,2201,1471,,Pasadena,MD
8932,5509171565,USD,1495,1472,,Burleson,TX
8933,5668636253,USD,1550,1473,7020 Lasker Dr,Galveston,TX
8934,5508874861,USD,1217,1473,,Cary,NC
8935,5668618577,USD,975,1473,140 N Western Avenue,Neenah,WI
8936,5668617857,USD,817,1473,237 Western Avenue,Fond Du Lac,WI
8937,5668626966,USD,3200,1474,4637 Cochise CT,Pleasanton,CA
8938,5668610942,USD,1449,1474,2440 Pechora Pipit,New Braunfels,TX
8939,5668610939,USD,1449,1474,2443 Pechora Pipit,New Braunfels,TX
8940,5668610940,USD,1449,1474,2432 Pechora Pipit,New Braunfels,TX
8941,5659919712,USD,1550,1475,7894 Jefferson Place Unit B,Baton Rouge,LA
8942,5668612676,USD,1771,1476,3900 Veterans Dr,Kent,WA
8943,5668624693,USD,1449,1476,8522 Lake Crystal Dr,Houston,TX
8944,5659281367,USD,675,1476,305 Guy Park Avenue,Amsterdam,NY
8945,5508809861,USD,1425,1477,,Greensboro,NC
8946,5509162940,USD,4995,1480,,Jersey City,NJ
8947,5659918406,USD,1710,1480,502 16th St Unit 1,Tuscaloosa,AL
8948,5664567310,USD,1449,1480,585 Fallen Timbers Dr,Orange Park,FL
8949,5659912127,USD,1145,1480,8605 SW 46th Place,Oklahoma City,OK
8950,5668640997,USD,1125,1481,153 Kayla St,Shreveport,LA
8951,5668626917,USD,3500,1484,1707 East Fir St,Seattle,WA
8952,5509241533,USD,2022,1485,,Renton,WA
8953,5668610555,USD,1584,1486,14500 Bannister Road,Kansas City,MO
8954,5509096214,USD,2895,1488,,Union City,NJ
8955,5659919666,USD,1200,1488,5109 G St,Little Rock,AR
8956,5664573081,USD,1425,1489,1329 Daffodil Ln,Hampton,GA
8957,5509027816,USD,2067,1490,,Silver Spring,MD
8958,5509022471,USD,2052,1490,,Silver Spring,MD
8959,5509206885,USD,1600,1490,,Euless,TX
8960,5668610728,USD,1475,1490,22502 Guardsman Ln,Katy,TX
8961,5668624229,USD,1300,1490,57 Arrowhead Dr,Dallas,GA
8962,5668617242,USD,1349,1491,4 Sweetberry CT,Irmo,SC
8963,5668640825,USD,1695,1494,3207 Kenner Lp,Bismarck,ND
8964,5659285384,USD,3300,1495,,Fort Lee,NJ
8965,5668640850,USD,3299,1495,2902-2912 Jarvis St,San Diego,CA
8966,5509208263,USD,1862,1495,,Marietta,GA
8967,5664576129,USD,1499,1495,8517 Galena View Dr,Charlotte,NC
8968,5668617973,USD,1053,1495,563 N Pleasant View Rd,Plymouth,WI
8969,5664584409,USD,1750,1496,5834 Lehigh St,Lubbock,TX
8970,5668627259,USD,950,1496,120 Cody Drive,Enterprise,AL
8971,5648139799,USD,3050,1497,12 El Arreo,Rancho Santa Margarita,CA
8972,5664580008,USD,1995,1498,9045 Hawks Reserve Lane,Verona,WI
8973,5664567658,USD,1485,1498,1066 Lady Nashville Court,Hermitage,TN
8974,5668635901,USD,1449,1498,,Sterling Heights,MI
8975,5668624209,USD,1425,1498,8080 Summit Creek Dr NW,Kennesaw,GA
8976,5509160000,USD,1812,1499,,Durham,NC
8977,5660299676,USD,825,1499,500 Sleepy Hollow Rd,Gouverneur,NY
8978,5668626489,USD,5695,1500,1149 Sanchez St,San Francisco,CA
8979,5668631892,USD,4395,1500,1230 Wellesley Avenue,Los Angeles,CA
8980,5668643264,USD,4150,1500,1452 S Shenandoah St,Los Angeles,CA
8981,5668637965,USD,3695,1500,1438 Midvale Avenue,Los Angeles,CA
8982,5668642038,USD,3650,1500,2417 2nd St,Santa Monica,CA
8983,5668621051,USD,3400,1500,321  341 Burley Avenue,Lexington,KY
8984,5668627312,USD,3175,1500,27 Pratt St,Allston,MA
8985,5668621428,USD,2995,1500,621-623 E Green,Champaign,IL
8986,5668225946,USD,2927,1500,,Chevy Chase,MD
8987,5509261755,USD,2900,1500,,Pasadena,CA
8988,5668616833,USD,2799,1500,1020 S Rome Ave,Tampa,FL
8989,5664597167,USD,2600,1500,1988 N High St,Columbus,OH
8990,5508889923,USD,2588,1500,,Chevy Chase,MD
8991,5668636412,USD,2540,1500,71 S Sherman St,Denver,CO
8992,5668626994,USD,2400,1500,4657 S Frontenac St,Seattle,WA
8993,5509167461,USD,2200,1500,,Long Beach,CA
8994,5642322838,USD,2167,1500,325 329 North Euclid St,Saint Louis,MO
8995,5642319942,USD,1850,1500,2182 Summit St,Columbus,OH
8996,5668634255,USD,1800,1500,Ivy Place 1201 Ivy Rd,Oxford,MS
8997,5653562751,USD,1750,1500,4929 McPherson Ave,Saint Louis,MO
8998,5664579778,USD,1699,1500,3373-75 N Oakland Avenue,Milwaukee,WI
8999,5642310654,USD,1699,1500,2856-58 N Maryland Avenue,Milwaukee,WI
9000,5509141154,USD,1650,1500,,Charlotte,VT
9001,5668620223,USD,1500,1500,125 West Gate,Cedar Falls,IA
9002,5664578855,USD,1500,1500,540 Phantom Woods,Mukwonago,WI
9003,5642319976,USD,1500,1500,2293 Summit St,Columbus,OH
9004,5642365431,USD,1500,1500,3218 W Glendale Avenue 27,Phoenix,AZ
9005,5668637229,USD,1490,1500,201 N Squirrel Road,Auburn Hills,MI
9006,5668626623,USD,1450,1500,4624 N Hamlin Avenue Apartment 1,Chicago,IL
9007,5668626620,USD,1450,1500,4626 N Hamlin Avenue,Chicago,IL
9008,5668639818,USD,1250,1500,146 Lochview Dr,Newport News,VA
9009,5639907039,USD,1195,1500,,Ogden,UT
9010,5509211811,USD,1145,1500,,Marietta,GA
9011,5509008667,USD,1135,1500,,Cincinnati,OH
9012,5664597854,USD,1100,1500,2316 Speedway Boulevard,Lincoln,AL
9013,5668639847,USD,1095,1500,118 S Walts Avenue,Sioux Falls,SD
9014,5668226951,USD,1050,1500,,Columbia,SC
9015,5668626288,USD,1000,1500,5265 Rich St,Allendale,MI
9016,5668621337,USD,1000,1500,3220 E John Hinkle Place,Bloomington,IN
9017,5632759707,USD,1000,1500,5520 18th Avenue Upper,Kenosha,WI
9018,5668639295,USD,950,1500,1488 Bailee Way,Jacksonville,AL
9019,5668640893,USD,925,1500,609-708 E Agassiz Cir SE,Devils Lake,ND
9020,5668635723,USD,750,1500,1732 N Hillside,Wichita,KS
9021,5509212440,USD,725,1500,,Mc Kees Rocks,PA
9022,5509226282,USD,599,1500,,Norman,OK
9023,5509231548,USD,599,1500,,Norman,OK
9024,5664573818,USD,1549,1501,3911 42nd Ave N,Saint Petersburg,FL
9025,5509149671,USD,1727,1502,,Aliquippa,PA
9026,5668632989,USD,1899,1503,300 Azalea Dr Laurel Vistas,Windsor,PA
9027,5668624417,USD,1499,1503,10515 Walker Vista Dr,Riverview,FL
9028,5508745688,USD,1181,1503,,Hillsborough,NC
9029,5664598413,USD,1900,1504,371 E 9th St,Springtown,TX
9030,5668623738,USD,1249,1504,3657 Karissa Heights Place,Las Vegas,NV
9031,5668628956,USD,4995,1506,7423 Olivetas Ave,La Jolla,CA
9032,5509000078,USD,4100,1506,,Needham,MA
9033,5648140913,USD,1400,1508,1946 Orchid Bloom Ln,Indianapolis,IN
9034,5668624933,USD,1399,1508,4824 Lynn Lee Cir,Charlotte,NC
9035,5668615737,USD,1549,1510,123 Pumpkin Hill Ridge,Clayton,NC
9036,5668643328,USD,3400,1512,424 E Cottage Grove Avenue,Bloomington,IN
9037,5664597733,USD,2900,1512,1115 Powhatan St,Alexandria,VA
9038,5668642724,USD,2650,1512,923 Westbrook Drive #B,Charlotte,NC
9039,5668610573,USD,1599,1512,17011 N Lighthouse Dr,Crosby,TX
9040,5509156375,USD,1365,1512,,Lilburn,GA
9041,5668629335,USD,4500,1515,6301 Broadway Terrace,Oakland,CA
9042,5668624624,USD,1299,1516,2110 Smoke Rock Dr,Spring,TX
9043,5664573239,USD,1249,1517,2594 Wellington Walk Place,Lithonia,GA
9044,5668628053,USD,1795,1518,1514 Bennett's Way NW,Altoona,IA
9045,5668630548,USD,1445,1518,7910 Crystal Point,San Antonio,TX
9046,5668637770,USD,2600,1519,435 S Forest St Unit #4,Denver,CO
9047,5664583606,USD,3000,1520,212 Avenida Montalvo Apartment B,San Clemente,CA
9048,5668622240,USD,1540,1520,235 S Ocala Rd,Tallahassee,FL
9049,5668610569,USD,1399,1520,13211 Rampchester Ln,Houston,TX
9050,5668620315,USD,1399,1520,1418 Millstream Trail,Lawrenceville,GA
9051,5668610963,USD,1299,1520,13435 Rampchester Ln,Houston,TX
9052,5668636947,USD,1720,1521,300 Anthony Ave,Mundelein,IL
9053,5668630768,USD,2150,1522,1938 E Sonterra Boulevard,San Antonio,TX
9054,5668638015,USD,1795,1522,315 Wittenridge CT,Alpharetta,GA
9055,5664579601,USD,4145,1524,435 Orange Grove Cir,Pasadena,CA
9056,5668640155,USD,1295,1524,6050 Norse St,San Antonio,TX
9057,5668630836,USD,3250,1525,3 Mill Ridge Farm,Ladera Ranch,CA
9058,5668632726,USD,1695,1525,2609 Verity Lane,Mandan,ND
9059,5668630906,USD,1845,1526,3475 Ridgewood Ave,,
9060,5508996039,USD,1691,1526,,Alpharetta,GA
9061,5509060384,USD,3245,1527,,Florham Park,NJ
9062,5668626283,USD,1450,1528,1136 Woodruff,Marshall,MI
9063,5659919305,USD,1125,1528,2315 Houston Avenue,Norman,OK
9064,5664595593,USD,1375,1530,2570 Farnam St,Omaha,NE
9065,5668617198,USD,1199,1530,24 Leon CT,Irmo,SC
9066,5668610950,USD,1199,1532,3752 45th Terrace,Indianapolis,IN
9067,5509069629,USD,1973,1533,,Cockeysville,MD
9068,5661947685,USD,2595,1534,,Hackensack,NJ
9069,5668626355,USD,975,1534,10125 Caton Place,Midwest City,OK
9070,5668618599,USD,915,1535,610 E Beacon Avenue,New London,WI
9071,5668640287,USD,2200,1536,110 S College Avenue,Columbia,MO
9072,5664577203,USD,1499,1536,5025 S Mill Ave,Tempe,AZ
9073,5668638370,USD,2945,1538,2817 Girard Ave South,Minneapolis,MN
9074,5664578090,USD,1574,1538,719 Cornfield Dr,Arlington,TX
9075,5664594592,USD,1500,1539,590 30th Ave E,Tuscaloosa,AL
9076,5509042286,USD,1565,1540,,Alpharetta,GA
9077,5668624138,USD,1299,1540,5965 Sycamore Forge Ln,Indianapolis,IN
9078,5664596569,USD,1250,1540,203 Robin Hood Drive,Junction City,KS
9079,5508756570,USD,3325,1541,,Cleveland,OH
9080,5508753899,USD,3325,1541,,Cleveland,OH
9081,5668636804,USD,2195,1541,1298 Hartford Turnpike,North Haven,CT
9082,5668633498,USD,2000,1541,17544 E Progress Drive,Centennial,CO
9083,5668623452,USD,1865,1542,11630 S Hausman Road,San Antonio,TX
9084,5668639932,USD,1695,1542,4015 Normandy St,Bismarck,ND
9085,5668643167,USD,1695,1542,4228 Serenity CT,Bismarck,ND
9086,5630230730,USD,1695,1542,716 Hillcrest Dr SE,Mandan,ND
9087,5630230719,USD,1695,1542,4216 Serenity CT,Bismarck,ND
9088,5668639045,USD,1650,1542,3922 24th St SE,Mandan,ND
9089,5664582995,USD,1650,1542,4025 Normandy St,Bismarck,ND
9090,5630230723,USD,1599,1542,718 Hillcrest Dr SE,Mandan,ND
9091,5668615006,USD,1499,1544,6465 Longleaf Branch Dr,Jacksonville,FL
9092,5668622087,USD,1499,1544,10234 Powell Creek CT,Jacksonville,FL
9093,5659917954,USD,2025,1545,Alexander Estates 2209 Sweet Home Road,Amherst,NY
9094,5664597929,USD,2200,1549,1906 W 71st St,Prairie Village,KS
9095,5668636207,USD,4795,1550,1369-1373 N Vulcan Ave,Encinitas,CA
9096,5508950251,USD,2800,1550,,Newton,MA
9097,5509088125,USD,2645,1550,,Ellicott City,MD
9098,5664597899,USD,1795,1550,25 North 4th St,Minneapolis,MN
9099,5668628058,USD,1695,1550,4525 100th St,Urbandale,IA
9100,5509267787,USD,1570,1550,,Pittsburgh,PA
9101,5668634340,USD,1395,1550,1204 Cottonwood St,Grand Forks,ND
9102,5631135593,USD,1225,1550,,Benton,AR
9103,5642319909,USD,1150,1550,12100 Monter Dr,Bridgeton,MO
9104,5668627264,USD,4050,1552,1904 Geddes Avenue,Ann Arbor,MI
9105,5668627296,USD,3950,1552,1908 Geddes Avenue,Ann Arbor,MI
9106,5668617977,USD,1450,1552,2628 Enterprise Dr,Sheboygan,WI
9107,5668634493,USD,1360,1552,,Brandon,FL
9108,5668610845,USD,1199,1553,11247 Country Canyon,San Antonio,TX
9109,5509050457,USD,5035,1555,,Santa Monica,CA
9110,5668610968,USD,4450,1555,34 Cherokee St,Boston,MA
9111,5668624401,USD,1449,1555,1732 Broad Winged Hawk Dr,Ruskin,FL
9112,5668631181,USD,1700,1556,1028 Claytonia Terrace,Saint Louis,MO
9113,5668628002,USD,2195,1558,2934 Louisiana Place,Riverside,CA
9114,5668622851,USD,1299,1558,208 Longshadow Dr,Lexington,SC
9115,5508737700,USD,2475,1559,,Laurel,MD
9116,5668627809,USD,1750,1559,739 Newport Drive,Mansfield,TX
9117,5664576799,USD,2995,1560,548 W Main St,Madison,WI
9118,5668610925,USD,1325,1560,177 Everett Park Dr,Mooresville,NC
9119,5668633899,USD,2895,1562,4524 NE 6th Avenue,Portland,OR
9120,5668632809,USD,1645,1562,4231 Serenity Court,Bismarck,ND
9121,5668624941,USD,1349,1564,32 Balboa Parkway,Clayton,NC
9122,5631121166,USD,1225,1566,,Benton,AR
9123,5509106019,USD,1205,1566,,Dayton,OH
9124,5668617190,USD,1199,1566,66 Forest Trail CT,Columbia,SC
9125,5667221842,USD,1100,1567,14375 Timberline Drive,Taylor,MI
9126,5668635961,USD,2295,1568,935 Vilas Avenue,Madison,WI
9127,5664577243,USD,1399,1568,9135 W Berkeley Rd,Phoenix,AZ
9128,5659915814,USD,7500,1570,2322 Leavenworth St,San Francisco,CA
9129,5664597787,USD,2995,1570,378 Ridgeway Place,Ventura,CA
9130,5655805055,USD,1495,1570,,Riverton,UT
9131,5668610592,USD,1325,1570,3322 Lowland Dr,Douglasville,GA
9132,5668630915,USD,1845,1572,3485 Ridgewood Ave,,
9133,5668610888,USD,1349,1572,11418 Buck Canyon,San Antonio,TX
9134,5668626871,USD,3380,1573,776 Hagemann Dr,Livermore,CA
9135,5668629192,USD,2000,1574,3308 Rainbow Creek Circle,Thousand Oaks,CA
9136,5668624391,USD,1549,1574,1604 Dusty Rose Ln,Brandon,FL
9137,5668636263,USD,2995,1575,2407 2nd St NE,Minneapolis,MN
9138,5668638940,USD,1950,1575,606 Spokane Court,Franklin,TN
9139,5664596429,USD,1700,1575,4694 Club House Dr,Lake Orion,MI
9140,5664576263,USD,1425,1575,169 Forsyth Parkway,Clayton,NC
9141,5668610749,USD,1349,1578,7822 Galleon Field Ln,Cypress,TX
9142,5668633301,USD,1350,1580,2890 W Old Farmington Road,Fayetteville,AR
9143,5668641808,USD,1950,1581,526 E Spring Valley Rd,Richardson,TX
9144,5664573224,USD,1449,1581,121 Omega CT,Dallas,GA
9145,5668620311,USD,1399,1582,422 Lester Rd,Lawrenceville,GA
9146,5668624680,USD,1299,1582,5107 Dunnethead Dr,Houston,TX
9147,5668610255,USD,1395,1583,3207 Henderson Mill Rd,Atlanta,GA
9148,5668637622,USD,3500,1584,1316 Princess St,Alexandria,VA
